"","setname","pvalue","estimate","exp","BH"
"5170","GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT",0.34344008984775,1.45928236007266,"Down",0.959319058407137
"5171","GOBP_REGULATION_OF_STEROL_TRANSPORT",0.0519659473759405,2.45848741464789,"UP",0.354552256032966
"5172","GOBP_REGULATION_OF_STEROL_TRANSPORT",0.349668833284931,1.52270376072321,"Down",0.959319058407137
"5173","GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT",0.455515183637269,1.838183976213,"UP",1
"5174","GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT",0.455515183637269,1.838183976213,"Down",1
"5175","GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT",0.0212709179194599,3.68775381343546,"UP",0.196910688339873
"5176","GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT",0.680369923948247,1.22542716484053,"Down",1
"5177","GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT",1,0,"UP",1
"5178","GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT",0.0827454245929639,5.52001561073686,"Down",0.462237514639261
"5179","GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT",0.646718254265788,1.09514608281699,"UP",1
"5180","GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT",0.0379762622730148,0.538933260480877,"Down",0.287091520954796
"5181","GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",0.149626551058106,1.89533521351549,"UP",0.662455291054215
"5182","GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",0.578058387571483,0.564553930840959,"Down",1
"5183","GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",0.565733500618486,1.14264090033742,"UP",1
"5184","GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",0.249749367247875,0.654042171803176,"Down",0.854051976644025
"5185","GOBP_DNA_GEOMETRIC_CHANGE",0.0093800757531554,0.130390608576696,"UP",0.114520263458667
"5186","GOBP_DNA_GEOMETRIC_CHANGE",0.553749033712059,0.687545721082873,"Down",1
"5187","GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY",0.0197326947849573,1.77454148389251,"UP",0.187880346886601
"5188","GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY",0.773788696444881,1.05801889124099,"Down",1
"5189","GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0.035147583290211,2.37470324435343,"UP",0.27831091807482
"5190","GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0.797659810077307,0.6881747481685,"Down",1
"5191","GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0.490873179301717,1.35639670003017,"UP",1
"5192","GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY",0.490873179301717,1.35639670003017,"Down",1
"5193","GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY",1,0,"UP",1
"5194","GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY",1,0,"Down",1
"5195","GOBP_LYSOSOME_LOCALIZATION",0.459113307082787,1.35206765104527,"UP",1
"5196","GOBP_LYSOSOME_LOCALIZATION",0.0133038793793066,0,"Down",0.145984271249439
"5197","GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY",0.500820959670114,1.57548755579402,"UP",1
"5198","GOBP_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY",0.500820959670114,1.57548755579402,"Down",1
"5199","GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY",0.352209165899379,2.75761033662634,"UP",0.959319058407137
"5200","GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY",0.352209165899379,2.75761033662634,"Down",0.959319058407137
"5201","GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.338847031158171,1.36471157407242,"UP",0.959319058407137
"5202","GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.0863612927995399,0.373994772436478,"Down",0.475835161429818
"5203","GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.717101418288338,0.478866566906504,"UP",1
"5204","GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,1.00227713533588,"Down",1
"5205","GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.157420196601942,1.7016678649106,"UP",0.684152768948246
"5206","GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.0600089589715117,0.186064016294212,"Down",0.376623253748477
"5207","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION",4.31338577026856e-06,0.411957275979203,"UP",0.000262228103275491
"5208","GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION",9.58794133159057e-05,0.489056226141841,"Down",0.00371231964180938
"5209","GOBP_ENDOCYTIC_RECYCLING",1,0.870006092398334,"UP",1
"5210","GOBP_ENDOCYTIC_RECYCLING",0.046277017950906,0,"Down",0.328397480686039
"5211","GOBP_REGULATION_OF_CYTOKINESIS",0.0868629971443508,0.19966848328439,"UP",0.475835161429818
"5212","GOBP_REGULATION_OF_CYTOKINESIS",0.62555614127745,0.62296779182802,"Down",1
"5213","GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS",1,0,"UP",1
"5214","GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS",0.293431302356994,3.67699723623669,"Down",0.881103941842096
"5215","GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS",0.252549807151808,0,"UP",0.854051976644025
"5216","GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS",0.704490309190263,1.10267420951884,"Down",1
"5217","GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS",0.680369923948247,1.22542716484053,"UP",1
"5218","GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS",0.404777188709838,0,"Down",0.977967551589931
"5219","GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION",0.406101914160662,2.20599688822561,"UP",0.977967551589931
"5220","GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION",1,0,"Down",1
"5221","GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",0.29829642982866,1.76695886591599,"UP",0.887783879861244
"5222","GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",0.168602707814556,0,"Down",0.684152768948246
"5223","GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",0.238950818311574,0.372494282924151,"UP",0.827349943171288
"5224","GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION",0.238950818311574,0.372494282924151,"Down",0.827349943171288
"5225","GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION",0.63806096781019,0,"UP",1
"5226","GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION",1,0.734727291578242,"Down",1
"5227","GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION",1,0,"UP",1
"5228","GOBP_REGULATION_OF_RAB_PROTEIN_SIGNAL_TRANSDUCTION",0.406101914160662,2.20599688822561,"Down",0.977967551589931
"5229","GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION",0.263194523649903,2.20720132902009,"UP",0.85642642559441
"5230","GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION",1,1.00227485606238,"Down",1
"5231","GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION",0.00663956062948482,7.37295154402683,"UP",0.089907773789952
"5232","GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION",1,0,"Down",1
"5233","GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION",0.00215139452116358,33.1431967899352,"UP",0.0404573414755471
"5234","GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION",1,0,"Down",1
"5235","GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN",0.168505712716707,3.15382406517645,"UP",0.684152768948246
"5236","GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN",0.54236036553929,1.37845322796232,"Down",1
"5237","GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN",0.0827454245929639,5.52001561073686,"UP",0.462237514639261
"5238","GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN",0.406101914160662,2.20599688822561,"Down",0.977967551589931
"5239","GOBP_RESPONSE_TO_PEPTIDOGLYCAN",0.54236036553929,1.37845322796232,"UP",1
"5240","GOBP_RESPONSE_TO_PEPTIDOGLYCAN",1,0,"Down",1
"5241","GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE",0.163185350301801,2.36647112680994,"UP",0.684152768948246
"5242","GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE",0.391505259990407,0,"Down",0.977967551589931
"5243","GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION",0.183696641872816,1.2517151168741,"UP",0.722983643690546
"5244","GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION",0.11132973151923,0.722114788286675,"Down",0.545427306259475
"5245","GOBP_CYTOKINETIC_PROCESS",1,0.816297677392787,"UP",1
"5246","GOBP_CYTOKINETIC_PROCESS",0.510280617382663,0.393164017234841,"Down",1
"5247","GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL",0.167305856312231,1.79248011669166,"UP",0.684152768948246
"5248","GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL",1,0.826352818618468,"Down",1
"5249","GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",0.404777188709838,0,"UP",0.977967551589931
"5250","GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",0.404777188709838,0,"Down",0.977967551589931
"5251","GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",1,0,"UP",1
"5252","GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",1,0,"Down",1
"5253","GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",0.615813604058349,0,"UP",1
"5254","GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",0.615813604058349,0,"Down",1
"5255","GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY",1,0.734727291578242,"UP",1
"5256","GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY",0.63806096781019,0,"Down",1
"5257","GOBP_SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION",1,0,"UP",1
"5258","GOBP_SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION",0.352209165899379,2.75761033662634,"Down",0.959319058407137
"5259","GOBP_RESPONSE_TO_RETINOIC_ACID",0.186824834587562,1.63223805526777,"UP",0.730722984676452
"5260","GOBP_RESPONSE_TO_RETINOIC_ACID",0.661231452899517,0.666894058580212,"Down",1
"5261","GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM",0.165789999155251,0,"UP",0.684152768948246
"5262","GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM",1,0.847772889055167,"Down",1
"5263","GOBP_MICROVILLUS_ORGANIZATION",0.2543788318925,0,"UP",0.854051976644025
"5264","GOBP_MICROVILLUS_ORGANIZATION",0.00959680672729526,3.90750745104276,"Down",0.115105162431152
"5265","GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION",0.615813604058349,0,"UP",1
"5266","GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION",0.000194247439375027,11.0807803363334,"Down",0.00654974064621159
"5267","GOBP_REGULATION_OF_MICROVILLUS_LENGTH",1,0,"UP",1
"5268","GOBP_REGULATION_OF_MICROVILLUS_LENGTH",0.0827454245929639,5.52001561073686,"Down",0.462237514639261
"5269","GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY",1,0,"UP",1
"5270","GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY",0.000622124789359176,22.1277833017612,"Down",0.0160789257107728
"5271","GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE",0.000689113473712528,1.94091385746316,"UP",0.0172838485291002
"5272","GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE",0.419794887970512,0.797508071061516,"Down",0.997962260815624
"5273","GOBP_REGULATION_OF_CELL_PROJECTION_SIZE",1,0,"UP",1
"5274","GOBP_REGULATION_OF_CELL_PROJECTION_SIZE",0.0827454245929639,5.52001561073686,"Down",0.462237514639261
"5275","GOBP_MITOCHONDRIAL_TRANSLATION",0.00014675466876828,0,"UP",0.00523433552387879
"5276","GOBP_MITOCHONDRIAL_TRANSLATION",0.000271896458973772,2.69648736062071,"Down",0.00842837638273948
"5277","GOBP_RESPONSE_TO_PROGESTERONE",0.0519659473759405,2.45848741464789,"UP",0.354552256032966
"5278","GOBP_RESPONSE_TO_PROGESTERONE",0.520022209000644,0.343894970317096,"Down",1
"5279","GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER",0.0583198481874555,7.3601816762629,"UP",0.370821738428261
"5280","GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER",0.352209165899379,2.75761033662634,"Down",0.959319058407137
"5281","GOBP_CHEMOKINE_PRODUCTION",0.00356061810304547,2.6267407685413,"UP",0.059003700802786
"5282","GOBP_CHEMOKINE_PRODUCTION",0.373743790735711,0.507404487203412,"Down",0.977967551589931
"5283","GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION",1,1.00227485606238,"UP",1
"5284","GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION",0.615813604058349,0,"Down",1
"5285","GOBP_TYPE_I_INTERFERON_PRODUCTION",0.705770505444048,0.75019613169711,"UP",1
"5286","GOBP_TYPE_I_INTERFERON_PRODUCTION",0.0231722315945638,0.238166405543557,"Down",0.21018121282855
"5287","GOBP_INTERFERON_ALPHA_PRODUCTION",0.716771039564284,1.05011229629529,"UP",1
"5288","GOBP_INTERFERON_ALPHA_PRODUCTION",0.2543788318925,0,"Down",0.854051976644025
"5289","GOBP_INTERFERON_BETA_PRODUCTION",1,0.918508265510712,"UP",1
"5290","GOBP_INTERFERON_BETA_PRODUCTION",0.0732531307303651,0,"Down",0.431926247960225
"5291","GOBP_INTERFERON_GAMMA_PRODUCTION",0.0512187291679882,1.96657155956168,"UP",0.352048814794211
"5292","GOBP_INTERFERON_GAMMA_PRODUCTION",0.283428675236561,0.470934386879506,"Down",0.881103941842096
"5293","GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION",0.500820959670114,1.57548755579402,"UP",1
"5294","GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION",1,0,"Down",1
"5295","GOBP_INTERLEUKIN_1_BETA_PRODUCTION",0.019389207970083,2.30225867935284,"UP",0.186695329220219
"5296","GOBP_INTERLEUKIN_1_BETA_PRODUCTION",0.818793474437791,0.733925976922825,"Down",1
"5297","GOBP_INTERLEUKIN_1_PRODUCTION",0.032903054903527,2.07998137482578,"UP",0.264970408723382
"5298","GOBP_INTERLEUKIN_1_PRODUCTION",0.833654255835637,0.775278426768683,"Down",1
"5299","GOBP_INTERLEUKIN_10_PRODUCTION",0.0784584088125553,2.27856298187985,"UP",0.457430568760199
"5300","GOBP_INTERLEUKIN_10_PRODUCTION",0.255144255542329,0.274917564819644,"Down",0.855634432467491
"5301","GOBP_INTERLEUKIN_12_PRODUCTION",0.269171325010733,1.70025588246874,"UP",0.870702542116993
"5302","GOBP_INTERLEUKIN_12_PRODUCTION",0.17799543003556,0.249834654904696,"Down",0.710098908541472
"5303","GOBP_INTERLEUKIN_13_PRODUCTION",0.326879112724966,1.83902152111107,"UP",0.945896562909443
"5304","GOBP_INTERLEUKIN_13_PRODUCTION",0.623233151213399,0,"Down",1
"5305","GOBP_INTERLEUKIN_17_PRODUCTION",0.0146008604938851,3.49595024302108,"UP",0.152963541573284
"5306","GOBP_INTERLEUKIN_17_PRODUCTION",0.718073032448979,0.458855407800634,"Down",1
"5307","GOBP_INTERLEUKIN_18_PRODUCTION",0.0583198481874555,7.3601816762629,"UP",0.370821738428261
"5308","GOBP_INTERLEUKIN_18_PRODUCTION",1,0,"Down",1
"5309","GOBP_INTERLEUKIN_2_PRODUCTION",0.0140497770721881,2.62549651549568,"UP",0.149653640090054
"5310","GOBP_INTERLEUKIN_2_PRODUCTION",0.0308086333715771,0,"Down",0.257240952293828
"5311","GOBP_INTERLEUKIN_21_PRODUCTION",1,0,"UP",1
"5312","GOBP_INTERLEUKIN_21_PRODUCTION",1,0,"Down",1
"5313","GOBP_INTERLEUKIN_23_PRODUCTION",1,0,"UP",1
"5314","GOBP_INTERLEUKIN_23_PRODUCTION",1,0,"Down",1
"5315","GOBP_INTERLEUKIN_4_PRODUCTION",0.0119150705900223,3.69045086839914,"UP",0.134513485386028
"5316","GOBP_INTERLEUKIN_4_PRODUCTION",0.258004594961681,0,"Down",0.85642642559441
"5317","GOBP_INTERLEUKIN_5_PRODUCTION",0.580446220604262,1.22520150489617,"UP",1
"5318","GOBP_INTERLEUKIN_5_PRODUCTION",1,0,"Down",1
"5319","GOBP_INTERLEUKIN_6_PRODUCTION",0.0139171742054248,2.08327023835053,"UP",0.148942285794893
"5320","GOBP_INTERLEUKIN_6_PRODUCTION",0.189299126186808,0.482579003188374,"Down",0.738698218800638
"5321","GOBP_INTERLEUKIN_8_PRODUCTION",0.453240404432005,1.38035714836284,"UP",1
"5322","GOBP_INTERLEUKIN_8_PRODUCTION",0.802671484297517,1.12560742779974,"Down",1
"5323","GOBP_REGULATION_OF_INTERLEUKIN_21_PRODUCTION",1,0,"UP",1
"5324","GOBP_REGULATION_OF_INTERLEUKIN_21_PRODUCTION",1,0,"Down",1
"5325","GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",0.184455612914469,2.20840740973226,"UP",0.722983643690546
"5326","GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",0.184455612914469,2.20840740973226,"Down",0.722983643690546
"5327","GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",0.0370100729456329,11.0403938737922,"UP",0.282196610112602
"5328","GOBP_NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",1,0,"Down",1
"5329","GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",0.199587669954536,2.75937050867551,"UP",0.757510713062631
"5330","GOBP_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",1,0,"Down",1
"5331","GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",0.0146008604938851,3.49595024302108,"UP",0.152963541573284
"5332","GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",0.718073032448979,0.458855407800634,"Down",1
"5333","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION",1,0,"UP",1
"5334","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION",1,0,"Down",1
"5335","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION",1,0.734727291578242,"UP",1
"5336","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION",0.389001671284577,1.57606436368428,"Down",0.977967551589931
"5337","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",1,0.55084217859796,"UP",1
"5338","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0.251795340929606,1.8398607681595,"Down",0.854051976644025
"5339","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION",0.0136824091705762,5.52906781292161,"UP",0.146970435215166
"5340","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION",0.615813604058349,0,"Down",1
"5341","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",0.295143429797053,2.00642262979094,"UP",0.881103941842096
"5342","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",1,0.918671577688341,"Down",1
"5343","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION",0.229325995004154,5.51549970807635,"UP",0.80549519118594
"5344","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION",1,0,"Down",1
"5345","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",0.0441778837653884,4.7351311799562,"UP",0.318982427507005
"5346","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",1,0,"Down",1
"5347","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION",0.159410907913902,11.0303477667981,"UP",0.684152768948246
"5348","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION",1,0,"Down",1
"5349","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",0.00110674119745032,5.54269715389881,"UP",0.0252689363534453
"5350","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",0.413036174042337,0,"Down",0.98338727151581
"5351","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION",0.352209165899379,2.75761033662634,"UP",0.959319058407137
"5352","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION",1,0,"Down",1
"5353","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION",0.229325995004154,5.51549970807635,"UP",0.80549519118594
"5354","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION",1,0,"Down",1
"5355","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0.0251120841187589,3.01853050116022,"UP",0.218935233374419
"5356","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0.726240941484022,0.407762169938266,"Down",1
"5357","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",1,0,"UP",1
"5358","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",0.231254560682716,2.45264184658734,"Down",0.80549519118594
"5359","GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",0.0820023097970305,2.21324817936806,"UP",0.462237514639261
"5360","GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",0.0465845193804364,0,"Down",0.328397480686039
"5361","GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION",1,0,"UP",1
"5362","GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION",1,0,"Down",1
"5363","GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",0.398271647200731,0,"UP",0.977967551589931
"5364","GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION",0.398271647200731,0,"Down",0.977967551589931
"5365","GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",0.718073032448979,0.458855407800634,"UP",1
"5366","GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",0.263286155879731,0,"Down",0.85642642559441
"5367","GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",0.167305856312231,1.79248011669166,"UP",0.684152768948246
"5368","GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION",0.260288771783672,0.261778912266112,"Down",0.85642642559441
"5369","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION",0.293431302356994,3.67699723623669,"UP",0.881103941842096
"5370","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_ALPHA_PRODUCTION",1,0,"Down",1
"5371","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0.090905924316782,2.09329286850688,"UP",0.488417906981351
"5372","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0.264286498801245,0.255667900181466,"Down",0.857865307814356
"5373","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION",0.502975017440182,1.32393589525244,"UP",1
"5374","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION",0.165789999155251,0,"Down",0.684152768948246
"5375","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",0.309891613017064,1.6988495664578,"UP",0.917599969570446
"5376","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION",0.172669820289186,0,"Down",0.695391251732166
"5377","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION",0.54236036553929,1.37845322796232,"UP",1
"5378","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION",1,0,"Down",1
"5379","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",0.231254560682716,2.45264184658734,"UP",0.80549519118594
"5380","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",1,0,"Down",1
"5381","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",1,0.958615234651403,"UP",1
"5382","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",0.263286155879731,0,"Down",0.85642642559441
"5383","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION",1,0,"UP",1
"5384","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION",1,0,"Down",1
"5385","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION",0.0170951211013173,3.95105830969386,"UP",0.170332307411658
"5386","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION",0.398271647200731,0,"Down",0.977967551589931
"5387","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION",1,0,"UP",1
"5388","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION",1,0,"Down",1
"5389","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0.151531035821093,1.73518956695532,"UP",0.669867826249703
"5390","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0.235147822492372,0.385634101532585,"Down",0.815568895245172
